Evaluation of a Population with size 50, using the following GA operators: 
Selection: DefaultSelectionOperator
Recombination: RandomRecombination
Mutation: MutateAllButBestTwo
FitnessCalculation: DefaultFitnessCalculation

1	39.10009
2	29.76276
3	13.76276
4	9.086349
5	39.44032
6	40.56813
7	32.67181
8	15.6718
9	23.3126
10	40.07556
11	42.30483
12	27.8914
13	40.73605
14	42.82483
15	26.15816
16	42.16772
17	42.79525
18	40.95585
19	41.68884
20	41.6991
21	41.05074
22	40.03109
23	41.34098
24	41.04037
25	42.70687
26	41.6862
27	43.70402
28	41.712
29	42.04468
30	43.03963
31	44.33895
32	43.70345
33	41.68311
34	43.6814
35	43.38013
36	44.02783
37	44.71509
38	44.55054
39	45.67228
40	42.71745
41	45.0433
42	45.01839
43	44.04655
44	45.67643
45	47.03207
46	44.68148
47	44.69385
48	44.05257
49	44.04004
50	45.03255
51	44.02295
52	45.38574
53	46.00846
54	47.69759
55	48.02588
56	48.01742
57	46.02848
58	47.00732
59	46.71436
60	47.04346
61	46.36475
62	46.67074
63	49.68539
64	47.03955
65	46.01302
66	49.00309
67	49.36833
68	49.70671
69	48.03711
70	48.02181
71	49.01384
72	49.04818
73	50.04557
74	49.07292
75	50.35482
76	50.38509
77	49.06055
78	51.36979
79	50.00293
80	50.72917
81	51.04395
82	51.3623
83	48.69629
84	52.67383
85	53.33398
86	49.67904
87	49.69531
88	51.36491
89	52.30664
90	53.59538
91	50.10254
92	52.40039
93	39.73373
94	50.70475
95	52.3623
96	51.33789
97	51.46615
98	52.80371
99	55.70605
100	55.67904
101	53.00912
102	52.36068
103	53.69955
104	52.71387
105	53.02734
106	56.70768
107	56.69043
108	51.69401
109	55.3584
110	51.71452
111	53.71973
112	53.35547
113	54.35319
114	54.01563
115	60.35352
116	54.33561
117	56.36296
118	60.69043
119	55.69727
120	60.35059
